extractor_Name,extraction_Date,extraction,dna_concentration_ng_per_ul,picogreen_Name,picogreen_date,year,month,date,sample_ID,sequencing_ID,plate_Map,replicate_ID,lake,lakesite,replicate,limnion,prefilter_um,fraction,project
Kyle,3/14/16,DNA_only,2.0135,Marian,3/25/16,2015,May,5/12/15,MINH3_J515,MINH3J515,yes_plateD,MINH_J515,Muskegon,Inlet,H3,Hypolimnion,0,WholePart,GVSU
Kyle,3/14/16,DNA_only,0.051,Marian,3/25/16,2015,July,7/21/15,MOTH1_P715,MOTH1P715,not_sequenced,MOTH_P715,Muskegon,Outlet,H1,Hypolimnion,20,Particle,GVSU
Kyle,3/14/16,DNA_only,0.7493,Marian,3/25/16,2015,May,5/12/15,MOTH2_P515,MOTH2P515,not_sequenced,MOTH_P515,Muskegon,Outlet,H2,Hypolimnion,20,Particle,GVSU
Kyle,3/15/16,DNA_only,2.6542,Marian,3/25/16,2015,September,9/30/15,MBRE3_K915,MBRE3K915,yes_plateD,MBRE_K915,Muskegon,Bear,E3,Epilimnion,3,WholeFree,GVSU
Kyle,3/15/16,DNA_only,2.2885,Marian,3/25/16,2015,May,5/12/15,MBRH2_F515,MBRH2F515,yes_plateD,MBRH_F515,Muskegon,Bear,H2,Hypolimnion,3,Free,GVSU
Kyle,3/15/16,DNA_only,0.6579,Marian,3/25/16,2015,September,9/30/15,MBRH2_P915,MBRH2P915,not_sequenced,MBRH_P915,Muskegon,Bear,H2,Hypolimnion,20,Particle,GVSU
Kyle,3/15/16,DNA_only,0.2093,Marian,3/25/16,2015,July,7/21/15,MBRH3_J715,MBRH3J715,not_sequenced,MBRH_J715,Muskegon,Bear,H3,Hypolimnion,0,WholePart,GVSU
Kyle,3/15/16,DNA_only,4.4246,Marian,3/25/16,2015,July,7/21/15,MDPE2_F715,MDPE2F715,yes_plateD,MDPE_F715,Muskegon,Deep,E2,Epilimnion,3,Free,GVSU
Kyle,3/15/16,DNA_only,1.647,Marian,3/25/16,2015,September,9/30/15,MDPE3_K915,MDPE3K915,yes_plateD,MDPE_K915,Muskegon,Deep,E3,Epilimnion,3,WholeFree,GVSU
Kyle,3/15/16,DNA_only,7.2823,Marian,3/25/16,2015,September,9/30/15,MDPH1_F915,MDPH1F915,yes_plateD,MDPH_F915,Muskegon,Deep,H1,Hypolimnion,3,Free,GVSU
Kyle,3/15/16,DNA_only,1.2886,Marian,3/25/16,2015,September,9/30/15,MINE1_P915,MINE1P915,yes_plateD,MINE_P915,Muskegon,Inlet,E1,Epilimnion,20,Particle,GVSU
Kyle,3/15/16,DNA_only,4.3139,Marian,3/25/16,2015,May,5/12/15,MINH1_F515,MINH1F515,yes_plateD,MINH_F515,Muskegon,Inlet,H1,Hypolimnion,3,Free,GVSU
Kyle,3/15/16,DNA_only,3.0941,Marian,3/25/16,2015,July,7/21/15,MINH3_K715,MINH3K715,yes_plateD,MINH_K715,Muskegon,Inlet,H3,Hypolimnion,3,WholeFree,GVSU
Kyle,3/15/16,DNA_only,1.7829,Marian,3/25/16,2015,September,9/30/15,MOTH2_P915,MOTH2P915,yes_plateD,MOTH_P915,Muskegon,Outlet,H2,Hypolimnion,20,Particle,GVSU
Kyle,3/15/16,DNA_only,2.3547,Marian,3/25/16,2015,May,5/12/15,MOTH3_K515,MOTH3K515,yes_plateD,MOTH_K515,Muskegon,Outlet,H3,Hypolimnion,3,WholeFree,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.0789,Marian,6/7/16,2015,July,7/21/15,MBRE1_P715,MBRE1P715,yes_plateD,MBRE_P715,Muskegon,Bear,E1,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.817,Marian,6/7/16,2015,May,5/12/15,MBRE1_P515,MBRE1P515,yes_plateD,MBRE_P515,Muskegon,Bear,E1,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.4862,Marian,6/7/16,2015,July,7/21/15,MOTE1_P715,MOTE1P715,yes_plateD,MOTE_P715,Muskegon,Outlet,E1,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.1984,Marian,6/7/16,2015,September,9/30/15,MBRE1_P915,MBRE1P915,yes_plateD,MBRE_P915,Muskegon,Bear,E1,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.8076,Marian,6/7/16,2015,May,5/12/15,MBRE2_P515,MBRE2P515,yes_plateD,MBRE_P515,Muskegon,Bear,E2,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.0682,Marian,6/7/16,2015,July,7/21/15,MBRE2_P715,MBRE2P715,yes_plateD,MBRE_P715,Muskegon,Bear,E2,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.0264,Marian,6/7/16,2015,July,7/21/15,MOTE2_P715,MOTE2P715,yes_plateD,MOTE_P715,Muskegon,Outlet,E2,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.7086,Marian,6/7/16,2015,July,7/21/15,MDPE2_P715,MDPE2P715,yes_plateD,MDPE_P715,Muskegon,Deep,E2,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,2.2498,Marian,6/7/16,2015,May,5/12/15,MDPE2_P515,MDPE2P515,yes_plateD,MDPE_P515,Muskegon,Deep,E2,Epilimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.93,Marian,6/7/16,2015,May,5/12/15,MBRE3_J515,MBRE3J515,yes_plateD,MBRE_J515,Muskegon,Bear,E3,Epilimnion,0,WholePart,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.6853,Marian,6/7/16,2015,July,7/21/15,MOTH1_P715,MOTH1P715,yes_plateD,MOTH_P715,Muskegon,Outlet,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.6069,Marian,6/7/16,2015,July,7/21/15,MBRH1_P715,MBRH1P715,yes_plateD,MBRH_P715,Muskegon,Bear,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.1365,Marian,6/7/16,2015,May,5/12/15,MBRH1_P515,MBRH1P515,yes_plateD,MBRH_P515,Muskegon,Bear,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.809,Marian,6/7/16,2015,September,9/30/15,MBRH1_P915,MBRH1P915,yes_plateD,MBRH_P915,Muskegon,Bear,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.6691,Marian,6/7/16,2015,May,5/12/15,MDPH1_P515,MDPH1P515,yes_plateD,MDPH_P515,Muskegon,Deep,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.7616,Marian,6/7/16,2015,July,7/21/15,MDPH1_P715,MDPH1P715,yes_plateD,MDPH_P715,Muskegon,Deep,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.2617,Marian,6/7/16,2015,September,9/30/15,MOTH1_P915,MOTH1P915,yes_plateD,MOTH_P915,Muskegon,Outlet,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.2387,Marian,6/7/16,2015,May,5/12/15,MOTH1_P515,MOTH1P515,yes_plateD,MOTH_P515,Muskegon,Outlet,H1,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.4874,Marian,6/7/16,2015,July,7/21/15,MOTH2_P715,MOTH2P715,yes_plateD,MOTH_P715,Muskegon,Outlet,H2,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.5752,Marian,6/7/16,2015,July,7/21/15,MBRH2_P715,MBRH2P715,yes_plateD,MBRH_P715,Muskegon,Bear,H2,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.3725,Marian,6/7/16,2015,July,7/21/15,MINH2_P715,MINH2P715,yes_plateD,MINH_P715,Muskegon,Inlet,H2,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.0681,Marian,6/7/16,2015,May,5/12/15,MBRH2_P515,MBRH2P515,yes_plateD,MBRH_P515,Muskegon,Bear,H2,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.6608,Marian,6/7/16,2015,July,7/21/15,MDPH2_P715,MDPH2P715,yes_plateD,MDPH_P715,Muskegon,Deep,H2,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,2.3131,Marian,6/7/16,2015,September,9/30/15,MBRH2_F915,MBRH2F915,yes_plateD,MBRH_F915,Muskegon,Bear,H2,Hypolimnion,3,Free,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.7472,Marian,6/7/16,2015,September,9/30/15,MBRH2_P915,MBRH2P915,yes_plateD,MBRH_P915,Muskegon,Bear,H2,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.1286,Marian,6/7/16,2015,May,5/12/15,MOTH2_P515,MOTH2P515,yes_plateD,MOTH_P515,Muskegon,Outlet,H2,Hypolimnion,20,Particle,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.6177,Marian,6/7/16,2015,September,9/30/15,MDPH3_J915,MDPH3J915,yes_plateD,MDPH_J915,Muskegon,Deep,H3,Hypolimnion,0,WholePart,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.3135,Marian,6/7/16,2015,July,7/21/15,MBRH3_J715,MBRH3J715,yes_plateD,MBRH_J715,Muskegon,Bear,H3,Hypolimnion,0,WholePart,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.8911,Marian,6/7/16,2015,May,5/12/15,MBRH3_J515,MBRH3J515,yes_plateD,MBRH_J515,Muskegon,Bear,H3,Hypolimnion,0,WholePart,GVSU
Marian,5/25/16,DNA Only Extraction#2,0.6284,Marian,6/7/16,2015,July,7/21/15,MOTH3_J715,MOTH3J715,yes_plateD,MOTH_J715,Muskegon,Outlet,H3,Hypolimnion,0,WholePart,GVSU
Marian,5/25/16,DNA Only Extraction#2,1.2287,Marian,6/7/16,2015,May,5/12/15,MOTH3_J515,MOTH3J515,yes_plateD,MOTH_J515,Muskegon,Outlet,H3,Hypolimnion,0,WholePart,GVSU
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
